id,category,cluster_switch_static,cluster_switch_fluid,switch_rate_static,cluster_size_static,cluster_size_fluid,perseverations,perseveration_words,intrusions,intrusion_words,avg_word_frequency,missing_word_freq_items,avg_aoa,missing_aoa_items
PNRR-CA-EC-ccD2nMGbI,verdura,1.0,1.0,0.2,1.0,1.0,0.5,"[[], [""cetrioli""]]",2.5,"[[""di"", ""verdura""], [""cetrioli"", ""finocchi"", ""cetrioli""]]",,[],,[]
PNRR-CA-FM-opQYDF3T5,verdura,7.0,7.0,0.5393939393939393,1.1984126984126986,1.1984126984126986,2.0,"[[""prezzemolo"", ""bietola""], [""sedano"", ""bietola""]]",3.5,"[[""prezzemolo"", ""iceberg"", ""pomodori"", ""belga"", ""prezzemolo""], [""finocchi"", ""pomodori""]]",,[],,[]
PNRR-CA-GF-47wm7VCAS,verdura,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,"[[], []]",1.0,"[[""finocchi""], [""gnocchi""]]",,[],,[]
PNRR-CA-MKS-wPHqKu0rR,verdura,3.5,3.5,0.37222222222222223,1.45,1.45,1.0,"[[], [""radicchio""]]",3.0,"[[""allora"", ""spinaci""], [""allora"", ""belga"", ""riccia"", ""spinaci""]]",,[],,[]
PNRR-CA-MV-hn14NXOHE,verdura,7.5,7.5,0.4540441176470588,1.7708333333333335,1.7708333333333335,4.0,"[[""cavolo"", ""cavoloverza"", ""cavolocappuccio""], [""cavolfiore"", ""cavolo"", ""scarola"", ""cavolocappuccio""]]",1.5,"[[""rosso""], [""riccia"", ""rosso""]]",,[],,[]
PNRR-FE-PNRRFE037-211uvuoJK,verdura,1.5,1.5,0.325,1.0,1.0,0.0,"[[], []]",2.0,"[[""pomodori"", ""broccoli""], [""zucchine"", ""insalata""]]",,[],,[]
PNRR-FE-PNRRFE038-XW941PfLC,verdura,3.0,3.0,0.42857142857142855,1.0,1.0,0.0,[[]],3.0,"[[""patate"", ""cipolle"", ""insalata""]]",,[],,[]
PNRR-FE-PNRRFE040-jb6URqzBH,verdura,2.0,2.0,0.4,1.375,1.375,0.0,"[[], []]",1.0,"[[], [""funghi"", ""carciofi""]]",,[],,[]
PNRR-FE-PNRRFE045-qpXEMmEA4,verdura,4.0,4.0,0.38888888888888884,1.2999999999999998,1.2999999999999998,0.0,"[[], []]",4.0,"[[""patate"", ""insalata"", ""iceberg""], [""carote"", ""pomodori"", ""piselli"", ""insalata"", ""zucchine""]]",,[],,[]
PNRR-FE-PNRRFE046-mlpdnFzCW,verdura,14.0,14.0,0.43842364532019706,1.53125,1.53125,7.5,"[[""pomodoro"", ""cavolo"", ""verza"", ""rucola"", ""zucchina"", ""insalata"", ""zucca"", ""melanzana""], [""cavolo"", ""verza"", ""zucchina"", ""rucola"", ""insalata"", ""zucca""]]",9.0,"[[""insalata"", ""asparago"", ""fagioli"", ""lenticchie"", ""ora"", ""zucchine"", ""insalata"", ""funghi""], [""vuoto"", ""pneumatico"", ""rughetta"", ""asparago"", ""insalata"", ""bieta"", ""broccoli"", ""insalata"", ""pomodorini"", ""friarielli""]]",,[],,[]
PNRR-FE-PNRRFE050-EMNBa6C5n,verdura,10.5,10.5,0.5647058823529412,1.2153846153846155,1.2153846153846155,3.5,"[[""sedano"", ""radicchio"", ""cicoria"", ""zucca"", ""cipolla""], [""sedano""]]",4.5,"[[""erbetta"", ""cappuccio"", ""melanzane"", ""bietole""], [""zucchine"", ""pomodori"", ""insalata"", ""metti"", ""cappuccio""]]",,[],,[]
PNRR-FE-PNRRFE053-WcworDzsu,verdura,2.5,2.5,0.3611111111111111,1.4166666666666665,1.4166666666666665,0.5,"[[], [""cimedirapa""]]",2.5,"[[""carote"", ""insalata"", ""ravanelli"", ""cipollotti"", ""asparagi""], []]",,[],,[]
PNRR-FE-PNRRFE054-5jAPAa18V,verdura,1.5,1.5,0.21428571428571427,1.0,1.0,0.0,"[[], []]",1.5,"[[""cipolle"", ""ma"", ""il""], []]",,[],,[]
PNRR-FE-PNRRFE056-97kH9yAVv,verdura,1.0,1.0,0.29166666666666663,1.5,1.5,1.0,"[[""bietola""], [""radicchio""]]",0.5,"[[""la""], []]",,[],,[]
PNRR-FE-PNRRFE057-vg18kG6Sr,verdura,1.5,1.5,0.2361111111111111,1.1666666666666665,1.1666666666666665,0.0,"[[], []]",3.5,"[[""broccoli"", ""erbetta""], [""allora"", ""insalata"", ""spinaci"", ""la"", ""carote""]]",,[],,[]
PNRRFE011-tNvXxJDwY,verdura,3.5,3.5,0.375,1.1428571428571428,1.1428571428571428,0.0,"[[], []]",2.5,"[[""insalata"", ""fagiolini"", ""spinaci""], [""i"", ""fagiolini""]]",,[],,[]
PNRRFE017-xU0WMlFgK,verdura,1.0,1.0,0.14583333333333331,2.5,2.5,1.0,"[[], [""cavolonero"", ""radicchio""]]",2.0,"[[""bietole"", ""spinaci"", ""fagiolini""], [""variegato""]]",,[],,[]
PNRRFE028-wwHJqE65l,verdura,3.0,3.0,0.3857142857142857,1.9333333333333331,1.9333333333333331,1.0,"[[], [""rapa""]]",1.5,"[[""cappuccio""], [""verde"", ""cappuccio""]]",,[],,[]
PNRRFE034-mnvPCWmk7,verdura,3.0,3.0,0.25,1.5,1.5,1.0,"[[""cavolfiore""]]",6.0,"[[""volo"", ""rosso"", ""rossa"", ""porri"", ""tegoline"", ""taccole""]]",,[],,[]
PNRRFE036-jpLIwhmqB,verdura,2.5,2.5,0.20833333333333334,3.75,3.75,1.5,"[[], [""cavolo""]]",3.0,"[[""allora"", ""insalata"", ""spinaci""], [""variet\u00e0"", ""di"", ""romano""]]",,[],,[]
PNRRFE048-pSfAwnsTQ,verdura,4.0,4.0,0.40404040404040403,1.5,1.5,2.5,"[[""sedano"", ""carota"", ""melanzana""], [""sedano"", ""cipolla""]]",2.5,"[[""lho"", ""gi\u00e0""], [""patate"", ""broccoli"", ""piracci""]]",,[],,[]
RU-polesani-3qRrmlFKJ,verdura,0.0,0.0,0.0,1.0,1.0,0.0,"[[], []]",1.0,"[[""cilie"", ""rape""], []]",,[],,[]
RU-polesani-CJE1Jr0vU,verdura,2.0,2.0,0.20833333333333331,1.875,1.875,2.5,"[[], [""basilico"", ""patate"", ""rosmarino"", ""insalata"", ""cipolla""]]",3.5,"[[""broccoli"", ""patate""], [""insalata"", ""patate"", ""lavanda"", ""insalata"", ""patate""]]",,[],,[]
RU-polesani-HTukLzwZe,verdura,0.5,0.5,0.1,1.5,1.5,0.5,"[[], [""zucca""]]",2.0,"[[""pomodori"", ""la"", ""insalata""], [""insalata""]]",,[],,[]
RU-polesani-HaL0tbs7w,verdura,0.0,0.0,0.0,1.0,1.0,0.0,[[]],2.0,"[[""piselli"", ""carote""]]",,[],,[]
RU-polesani-ImU4h0wRU,verdura,0.5,0.5,0.08333333333333333,1.0,1.0,0.5,"[[""zucchine""], []]",2.0,"[[""insalata"", ""zucchine"", ""zucchine"", ""melanzane""], []]",,[],,[]
RU-polesani-RP0LHvUI6,verdura,0.0,0.0,0.0,2.0,2.0,1.0,"[[""pomodoro""]]",0.0,[[]],,[],,[]
RU-polesani-RXIWzf1hR,verdura,0.0,0.0,0.0,1.0,1.0,0.0,[[]],1.0,"[[""cocomero""]]",,[],,[]
RU-polesani-ZgFZebhb8,verdura,0.0,0.0,0.0,1.0,1.0,0.0,"[[], []]",1.5,"[[""insalata""], [""carote"", ""zucchine""]]",,[],,[]
RU-polesani-g8fky3Brq,verdura,2.5,2.5,0.3571428571428571,1.0,1.0,0.5,"[[], [""cipolla""]]",3.5,"[[""salta"", ""canzone"", ""carote"", ""pomodori""], [""buonanotte"", ""broccoli"", ""rape""]]",,[],,[]
RU-polesani-hMnsL875k,verdura,0.0,0.0,0.0,2.0,2.0,1.0,"[[""cavoloverza""]]",0.0,[[]],,[],,[]
RU-polesani-kpY0hNn5g,verdura,0.0,0.0,0.0,2.0,2.0,1.0,"[[""cipolla""]]",1.0,"[[""polenta""]]",,[],,[]
RU-polesani-pRHifYmHw,verdura,1.0,1.0,0.1111111111111111,2.666666666666667,2.666666666666667,1.5,"[[], [""cipolla"", ""aglio"", ""barbabietola""]]",2.0,"[[""fai"", ""alloro""], [""patate"", ""americana""]]",,[],,[]
RU-polesani-v4Wu11nHM,verdura,0.5,0.5,0.25,1.0,1.0,0.0,"[[], []]",0.0,"[[], []]",,[],,[]
RU-prova-73YBvKvZ5,verdura,3.5,3.5,0.4097222222222222,1.775,1.775,1.0,"[[""pomodoro""], [""pomodoro""]]",0.5,"[[], [""insalata""]]",,[],,[]
RU-sani-0d7GQ743n,verdura,6.5,6.5,0.7222222222222222,1.0,1.0,0.5,"[[""verza""], []]",1.5,"[[""zucchine"", ""carote"", ""funghi""], []]",,[],,[]
RU-sani-1ZJNld3zB,verdura,8.0,8.0,0.47058823529411764,1.4,1.4,5.0,"[[""verza"", ""rucola"", ""radicchio"", ""aglio""], [""sedano"", ""radicchio"", ""zucca"", ""rucola"", ""cipolla"", ""aglio""]]",4.5,"[[""insalata"", ""broccoli"", ""pomodori"", ""cipolle"", ""rate""], [""insalata"", ""la"", ""patate"", ""prezzemolo""]]",,[],,[]
RU-sani-1qjMRDbFc,verdura,4.5,4.5,0.38076923076923075,1.7857142857142856,1.7857142857142856,1.5,"[[""cavolfiore"", ""cavolo"", ""broccolo""], []]",2.0,"[[""anice"", ""sempre""], [""insalata"", ""romana""]]",,[],,[]
RU-sani-5kzUeMF5v,verdura,1.5,1.5,0.20535714285714285,1.6666666666666665,1.6666666666666665,0.0,"[[], []]",3.5,"[[""cicorielle"", ""insalata"", ""fagiolini"", ""spinaci""], [""fagiolini"", ""cicorielle"", ""rape""]]",,[],,[]
RU-sani-68NtiVSUH,verdura,1.5,1.5,0.3666666666666667,1.0,1.0,0.0,"[[], []]",1.5,"[[""prezzemolo""], [""pomodori"", ""spinaci""]]",,[],,[]
RU-sani-7cEmvJarh,verdura,2.5,2.5,0.41666666666666663,1.25,1.25,0.0,"[[], []]",1.5,"[[], [""taci"", ""fagiolini"", ""pisellini""]]",,[],,[]
RU-sani-8P3GtOnPV,verdura,1.0,1.0,0.3333333333333333,1.5,1.5,0.0,"[[], []]",1.0,"[[""cavoli"", ""cavolfiori""], []]",,[],,[]
RU-sani-8mnUtWMJb,verdura,3.5,3.5,0.5357142857142857,1.1,1.1,0.5,"[[], [""cavolfiore""]]",1.5,"[[""tavolo"", ""spinaci""], [""insalata""]]",,[],,[]
RU-sani-8xrR1tsGH,verdura,4.5,4.5,0.27192982456140347,1.95,1.95,3.5,"[[""zucchina"", ""cicoria""], [""pomodoro"", ""peperone"", ""prezzemolo"", ""cornaletto"", ""aglio""]]",6.5,"[[""carote"", ""prezzemolo"", ""insalata"", ""poi"", ""fammi"", ""pensare""], [""insalata"", ""cocomero"", ""prezzemolo"", ""prezzemolo"", ""al"", ""cornaletto"", ""cornaletto""]]",,[],,[]
RU-sani-BtZxo0epL,verdura,3.0,3.0,0.55,1.125,1.125,0.0,"[[], []]",1.0,"[[""barbabietole""], [""prezzemolo""]]",,[],,[]
RU-sani-BxCFYgm5o,verdura,1.5,1.5,0.3,1.0,1.0,0.0,"[[], []]",1.5,"[[""spinaci""], [""spinaci"", ""ver""]]",,[],,[]
RU-sani-CdKv4ObcB,verdura,7.5,7.5,0.5410256410256411,1.3611111111111112,1.3611111111111112,0.0,"[[], []]",2.5,"[[""cocomero"", ""buonasera"", ""fagiolino""], [""omero"", ""insalata""]]",,[],,[]
RU-sani-DVcp1yj3U,verdura,5.0,5.0,0.6696428571428572,1.0,1.0,0.0,"[[], []]",1.5,"[[""carola""], [""broccoli"", ""spinaci""]]",,[],,[]
RU-sani-EExXUyhzv,verdura,5.5,5.5,0.5773809523809523,1.0625,1.0625,0.0,"[[], []]",2.5,"[[""pinocchio"", ""cappuccio""], [""pinocchio"", ""spinaci"", ""carote""]]",,[],,[]
RU-sani-EGlBezAVT,verdura,1.5,1.5,0.3333333333333333,1.25,1.25,0.0,"[[], []]",2.0,"[[""cocomero""], [""cocomero"", ""ravanelli"", ""insalata""]]",,[],,[]
RU-sani-Exu7BiczE,verdura,0.0,0.0,0.0,2.0,2.0,0.0,"[[], []]",1.0,"[[""insalata"", ""fagiolini""], []]",,[],,[]
RU-sani-F4U3D6RUs,verdura,5.0,5.0,0.6071428571428572,1.1666666666666667,1.1666666666666667,0.0,"[[], []]",1.5,"[[""patate"", ""il"", ""cocomero""], []]",,[],,[]
RU-sani-F5uHSvZll,verdura,2.5,2.5,0.2792207792207792,1.2916666666666665,1.2916666666666665,0.5,"[[], [""zucchina""]]",4.5,"[[""cocomeri"", ""spinaci"", ""il"", ""finocchi"", ""rape"", ""prezzemolo""], [""finocchi"", ""dieta"", ""cocomero""]]",,[],,[]
RU-sani-GOnKAa9Ny,verdura,5.0,5.0,0.4722222222222222,1.2428571428571429,1.2428571428571429,0.0,"[[], []]",3.0,"[[""insalata"", ""mezza"", ""carosello""], [""insalata"", ""fagioli"", ""a""]]",,[],,[]
RU-sani-GjXMd4XUv,verdura,4.5,4.5,0.3784722222222222,1.2666666666666666,1.2666666666666666,0.5,"[[], [""cavolo""]]",5.5,"[[""prezzemolo"", ""lamponi"", ""la""], [""piselli"", ""patate"", ""ra"", ""carote"", ""fiori"", ""di"", ""bietole"", ""prezzemolo""]]",,[],,[]
RU-sani-JXTeVUVoA,verdura,0.5,0.5,0.1,1.0,1.0,0.0,"[[], []]",2.0,"[[""pomodori""], [""cicorie"", ""bietole"", ""pomodori""]]",,[],,[]
RU-sani-JfuyRb4MO,verdura,4.5,4.5,0.41666666666666663,1.3833333333333333,1.3833333333333333,0.0,"[[], []]",3.5,"[[""fagiolini"", ""insalata"", ""bietole"", ""spinaci""], [""i"", ""broccoli"", ""finocchi""]]",,[],,[]
RU-sani-KyexklGcA,verdura,5.0,5.0,0.4567307692307692,1.125,1.125,0.5,"[[""pomodoro""], []]",3.5,"[[""insalata"", ""scarole"", ""friarielli""], [""patate"", ""insalata"", ""rape"", ""friarielli""]]",,[],,[]
RU-sani-MT2l4y6ho,verdura,5.5,5.5,0.3705357142857143,1.6428571428571428,1.6428571428571428,1.0,"[[""rapa""], [""rapa""]]",4.5,"[[""insalata"", ""rossa"", ""chunchu"", ""prezzemolo""], [""insalata"", ""prezzemolo"", ""rossa"", ""datterino"", ""giallo""]]",,[],,[]
RU-sani-MeNt8K7Ai,verdura,4.0,4.0,0.4222222222222222,1.1,1.1,0.0,"[[], []]",4.0,"[[""peperoni"", ""cipolle"", ""nvidia"", ""riproduci""], [""allora"", ""carote"", ""prezzemolo"", ""valeriana""]]",,[],,[]
RU-sani-OM9qrocqd,verdura,2.0,2.0,0.4,1.1666666666666665,1.1666666666666665,0.0,"[[], []]",1.5,"[[""bianca""], [""bianca"", ""cavolfiori""]]",,[],,[]
RU-sani-OZ51Wf5AE,verdura,1.5,1.5,0.3,1.0,1.0,0.0,"[[], []]",1.5,"[[""peperoni"", ""agretti""], [""roberto""]]",,[],,[]
RU-sani-PADQQtRGl,verdura,4.5,4.5,0.4602272727272727,1.0714285714285714,1.0714285714285714,0.5,"[[], [""cavolfiore""]]",3.5,"[[""asparagi"", ""finocchi"", ""e"", ""grana""], [""spinaci"", ""il"", ""prezzemolo""]]",,[],,[]
RU-sani-PHH1q5Bry,verdura,4.5,4.5,0.4602272727272727,1.125,1.125,0.5,"[[], [""sedano""]]",3.5,"[[""broccoli"", ""peperoni"", ""finocchi""], [""finocchi"", ""melanzane"", ""peperoni"", ""spinaci""]]",,[],,[]
RU-sani-QF5dj9mca,verdura,2.0,2.0,0.3333333333333333,1.0,1.0,0.5,"[[""barbabietola""], []]",3.0,"[[""carote"", ""patate"", ""pomodori"", ""melanzane"", ""prezzemolo""], [""bietole""]]",,[],,[]
RU-sani-SBVQBDfnZ,verdura,3.5,3.5,0.35416666666666663,1.35,1.35,0.0,"[[], []]",4.0,"[[""iceberg"", ""broccoli"", ""pomodori"", ""prezzemolo"", ""bietole"", ""carote""], [""carote"", ""peperoni""]]",,[],,[]
RU-sani-Svu7DCV5R,verdura,4.0,4.0,0.43956043956043955,1.2,1.2,0.0,"[[], []]",4.0,"[[""saluta"", ""cocomero""], [""insalata"", ""cocomero"", ""bietole"", ""rape"", ""asparagi"", ""spinaci""]]",,[],,[]
RU-sani-T1sXkY71O,verdura,8.0,8.0,0.6571428571428571,1.1623376623376624,1.1623376623376624,2.5,"[[""bietola""], [""peperone"", ""zucchina"", ""cicoria"", ""bietola""]]",1.5,"[[""cicoriella"", ""peperoni""], [""cicoriella""]]",,[],,[]
RU-sani-TrKb06MpJ,verdura,1.0,1.0,0.25,1.0,1.0,0.0,"[[], []]",2.0,"[[""vezza"", ""insalata""], [""allora"", ""bietole""]]",,[],,[]
RU-sani-UaBjwtSoY,verdura,2.5,2.5,0.4722222222222222,1.1,1.1,0.5,"[[""patata""], []]",1.5,"[[""allora"", ""fagiolini"", ""cavoli""], []]",,[],,[]
RU-sani-WV2JynKxn,verdura,4.5,4.5,0.5625,1.3666666666666667,1.3666666666666667,0.0,"[[], []]",0.5,"[[], [""insalata""]]",,[],,[]
RU-sani-Ye6vGjDBJ,verdura,1.0,1.0,0.35,1.0,1.0,0.0,"[[], []]",1.5,"[[], [""insalata"", ""melanzane"", ""carote""]]",,[],,[]
RU-sani-YxDk0hsJn,verdura,5.0,5.0,0.4818181818181818,1.2714285714285714,1.2714285714285714,0.5,"[[], [""cavolfiore""]]",3.0,"[[""ravanelli"", ""finocchi"", ""bietole"", ""barbabietole""], [""ravanelli"", ""fagiolini""]]",,[],,[]
RU-sani-a6KI1qoYV,verdura,5.5,5.5,0.4197860962566845,1.380952380952381,1.380952380952381,1.0,"[[""finocchio""], [""insalata""]]",5.0,"[[""insalata""], [""finocchi"", ""carote"", ""broccoli"", ""insalata"", ""valeriana"", ""insalata"", ""belga"", ""cardi"", ""fagiolini""]]",,[],,[]
RU-sani-bAatPGboG,verdura,3.0,3.0,0.2727272727272727,1.75,1.75,0.0,[[]],4.0,"[[""pomodori"", ""insalata"", ""cocomero"", ""fagiolini""]]",,[],,[]
RU-sani-bWu5SpGsZ,verdura,3.0,3.0,0.36428571428571427,1.625,1.625,0.0,"[[], []]",2.0,"[[""fave"", ""spinaci""], [""pinocchio"", ""carote""]]",,[],,[]
RU-sani-bhAi0wr8c,verdura,1.5,1.5,0.41666666666666663,1.1666666666666665,1.1666666666666665,0.0,"[[], []]",0.5,"[[""pinocchio""], []]",,[],,[]
RU-sani-dzId7CBBl,verdura,5.5,5.5,0.4951923076923077,1.3611111111111112,1.3611111111111112,0.5,"[[""cavolo""], []]",2.0,"[[""spinaci"", ""prezzemolo""], [""spinaci"", ""carote""]]",,[],,[]
RU-sani-ehWNodz5C,verdura,4.5,4.5,0.6904761904761905,1.1,1.1,0.5,"[[""sedano""], []]",0.5,"[[""ravanelli""], []]",,[],,[]
RU-sani-hHMX1FBb3,verdura,2.5,2.5,0.16666666666666666,2.25,2.25,1.5,"[[""sedano"", ""cavolo""], [""broccolo""]]",4.0,"[[""allora"", ""o"", ""taci"", ""insalata"", ""carote"", ""patate""], [""patate"", ""insalata""]]",,[],,[]
RU-sani-hbzEJszf3,verdura,3.5,3.5,0.5222222222222221,1.125,1.125,0.0,"[[], []]",2.0,"[[], [""rape"", ""pomodori"", ""insalata"", ""broccoli""]]",,[],,[]
RU-sani-iJXdo2vO1,verdura,1.0,1.0,0.16666666666666666,1.1666666666666665,1.1666666666666665,0.0,"[[], []]",1.5,"[[""finocchi""], [""bieta"", ""spinaci""]]",,[],,[]
RU-sani-kAjtx2VHu,verdura,3.0,3.0,0.45,1.0,1.0,0.0,"[[], []]",2.5,"[[""insalata"", ""rape"", ""prezzemolo""], [""insalata"", ""funghi""]]",,[],,[]
RU-sani-m56jAw0nO,verdura,2.0,2.0,0.5833333333333333,1.0,1.0,0.0,"[[], []]",0.5,"[[""insalata""], []]",,[],,[]
RU-sani-mIf9LA2Ko,verdura,3.0,3.0,0.38181818181818183,1.2,1.2,0.5,"[[], [""verza""]]",3.0,"[[""cavoli"", ""cipolle""], [""futuro"", ""fiori"", ""di"", ""carciofi""]]",,[],,[]
RU-sani-myYayVfpl,verdura,5.5,5.5,0.3851674641148325,1.380952380952381,1.380952380952381,2.0,"[[""cavolo""], [""zucchine"", ""cavolo"", ""bianco""]]",6.0,"[[""verdura"", ""mezzo"", ""basta""], [""asparagi"", ""spinaci"", ""zucchine"", ""zucchine"", ""melanzane"", ""cappuccio"", ""bianco"", ""bianco"", ""broccoli""]]",,[],,[]
RU-sani-nWH2aJWRB,verdura,4.0,4.0,0.5227272727272727,1.1428571428571428,1.1428571428571428,0.0,"[[], []]",1.5,"[[""albicocca""], [""rape"", ""ravanelli""]]",,[],,[]
RU-sani-oRtIbw2hU,verdura,2.5,2.5,0.4375,1.0,1.0,0.0,"[[], []]",2.5,"[[""insalata""], [""zucchine"", ""melanzane"", ""insalata"", ""cocomero""]]",,[],,[]
RU-sani-og8a0mgQX,verdura,5.5,5.5,0.39743589743589747,1.3095238095238095,1.3095238095238095,0.5,"[[""verza""], []]",5.5,"[[""rape"", ""insalata"", ""carote"", ""cocomero""], [""chiamata"", ""romana"", ""pomodorino"", ""giallo"", ""tavolo"", ""cocomero"", ""funghi""]]",,[],,[]
RU-sani-oq5LaOXGP,verdura,2.0,2.0,0.2222222222222222,2.0,2.0,0.0,[[]],3.0,"[[""e"", ""bieta"", ""bietole""]]",,[],,[]
RU-sani-p415zu659,verdura,3.5,3.5,0.45,1.25,1.25,0.5,"[[""cavolo""], []]",1.5,"[[""insalata""], [""insalata"", ""gentilina""]]",,[],,[]
RU-sani-pge42Tq2m,verdura,3.5,3.5,0.4444444444444444,1.3333333333333335,1.3333333333333335,0.0,"[[], []]",2.0,"[[""pinocchio""], [""zucchine"", ""carta"", ""pinocchio""]]",,[],,[]
RU-sani-rnqkx2f7u,verdura,1.5,1.5,0.38888888888888884,1.75,1.75,0.0,"[[], []]",2.0,"[[], [""commemorata"", ""pomodori"", ""la"", ""seggiolini""]]",,[],,[]
RU-sani-sD5x1ZKjl,verdura,1.5,1.5,0.45,1.0,1.0,0.0,"[[], []]",1.0,"[[""bientina"", ""agretti""], []]",,[],,[]
RU-sani-u5V7kewEJ,verdura,2.0,2.0,0.3142857142857143,1.375,1.375,0.0,"[[], []]",2.0,"[[""allora"", ""pomodori""], [""allora"", ""finocchi""]]",,[],,[]
RU-sani-xRLywJWyi,verdura,9.0,9.0,0.717948717948718,1.101010101010101,1.101010101010101,0.5,"[[""verza""], []]",1.5,"[[""colla"", ""prezzemolo""], [""pomodori""]]",,[],,[]
SMG-ahyZuQyGq,verdura,6.5,6.5,0.6071428571428572,1.3055555555555556,1.3055555555555556,1.5,"[[""lattuga"", ""indivia""], [""sedano""]]",1.5,"[[], [""iceberg"", ""romanella"", ""zucchine""]]",,[],,[]
SP-57qCWMcgh,verdura,8.0,8.0,0.6180555555555556,1.0833333333333335,1.0833333333333335,2.5,"[[""cicoria"", ""radicchio"", ""bietola""], [""cavoloverza"", ""cicoria""]]",3.0,"[[""iceberg"", ""spinaci"", ""patate"", ""belga""], [""rape"", ""broccoli""]]",,[],,[]
TB-CmdzjfLO0,verdura,2.5,2.5,0.25,1.5,1.5,0.5,"[[], [""sedano""]]",2.0,"[[], [""ravanelli"", ""broccoletti"", ""bietole"", ""carciofi""]]",,[],,[]
kyn-HC-RDF0HxnXs,verdura,2.0,2.0,0.18181818181818182,1.2,1.2,0.0,"[[], []]",3.0,"[[""funghi"", ""carote""], [""le"", ""patate"", ""finocchi"", ""insalata""]]",,[],,[]
kyn-HC-mybTUmEyn,verdura,2.0,2.0,0.3833333333333333,1.0,1.0,0.0,"[[], []]",2.5,"[[""peperoni"", ""melanzane"", ""zucchine"", ""carote""], [""allora""]]",,[],,[]
kyn-HC-ujilDdcJa,verdura,1.5,1.5,0.26785714285714285,1.8333333333333335,1.8333333333333335,0.0,"[[], []]",1.0,"[[], [""melanzane"", ""peperoncino""]]",,[],,[]
kyn-c-nNQpPQCQJ,verdura,-1.0,-1.0,-0.5,,,0.0,[[]],2.0,"[[""limone"", ""gallico""]]",,[],,[]
kyn-c-vgupltrSK,verdura,5.5,5.5,0.4652777777777778,1.3571428571428572,1.3571428571428572,1.0,"[[], [""radicchio"", ""salvia""]]",3.5,"[[""zucchine"", ""carote"", ""friarielli""], [""carote"", ""insalata"", ""peperoni"", ""spinaci""]]",,[],,[]
kyn-ca-HmCsRGUNY,verdura,4.5,4.5,0.4007936507936508,1.35,1.35,1.5,"[[""cavolo""], [""cavolo"", ""peperone""]]",4.0,"[[""cappuccio"", ""viola"", ""bianco""], [""carosello"", ""viola"", ""spinaci"", ""bietole"", ""rossa""]]",,[],,[]
kyn-ca-IYoDqzhX8,verdura,1.5,1.5,0.29166666666666663,1.3333333333333335,1.3333333333333335,0.0,"[[], []]",1.5,"[[""allora"", ""spinaci""], [""spinaci""]]",,[],,[]
kyn-ca-LPKSPxs5b,verdura,5.5,5.5,0.5461538461538462,1.3333333333333335,1.3333333333333335,0.0,"[[], []]",1.5,"[[""insalata"", ""iceberg"", ""spinaci""], []]",,[],,[]
kyn-ca-NBQwPiI2B,verdura,3.5,3.5,0.3727272727272727,1.3214285714285714,1.3214285714285714,0.5,"[[], [""cetriolo""]]",2.5,"[[""prezzemolo"", ""asparagi""], [""insalata"", ""pomodorini"", ""asparagi""]]",,[],,[]
kyn-ca-RVawefP6Q,verdura,3.0,3.0,0.36428571428571427,1.375,1.375,0.0,"[[], []]",3.0,"[[""spinaci"", ""insalata"", ""asparago"", ""piselli""], [""piselli"", ""spinaci""]]",,[],,[]
kyn-ca-SHmZTqAo3,verdura,4.0,4.0,0.3392857142857143,1.880952380952381,1.880952380952381,0.5,"[[""carciofo""], []]",2.5,"[[""fai"", ""insalata"", ""capperi"", ""valeriana""], [""e""]]",,[],,[]
kyn-ca-oHZDIeJWt,verdura,2.0,2.0,0.2361111111111111,1.6666666666666665,1.6666666666666665,1.0,"[[""cavolfiore"", ""cavolo""], []]",3.5,"[[""rape"", ""piselli"", ""barbabietole""], [""barbabietole"", ""insalata"", ""zucchine"", ""carote""]]",,[],,[]
kyn-ca-oTF6EX0zI,verdura,1.5,1.5,0.21428571428571427,1.5,1.5,0.0,"[[], []]",2.0,"[[""pomodori"", ""carote"", ""insalata""], [""nota""]]",,[],,[]
kyn-ca-rks2DYgWg,verdura,1.5,1.5,0.21428571428571427,1.125,1.125,0.0,"[[], []]",1.0,"[[], [""insalata"", ""prezzemolo""]]",,[],,[]
kyn-kyn_ca-pomtFhXM7,verdura,4.0,4.0,0.4,1.0625,1.0625,2.5,"[[""sedano"", ""rapa"", ""pomodoro"", ""barbabietola""], []]",3.5,"[[""da"", ""zucchero"", ""normale"", ""rossa"", ""aversa"", ""la""], [""spinaci""]]",,[],,[]
kyn_HC-038,verdura,3.5,3.5,0.3472222222222222,1.8,1.8,0.5,"[[], [""zucca""]]",2.5,"[[""asparagi"", ""di"", ""bruxelles"", ""cetrioli""], [""zucchine""]]",,[],,[]
kyn_HC-048,verdura,1.5,1.5,0.27142857142857146,1.8333333333333335,1.8333333333333335,0.0,"[[], []]",1.5,"[[""spinacino"", ""costa"", ""cappuccio""], []]",,[],,[]
kyn_HC-049,verdura,3.0,3.0,0.3333333333333333,1.375,1.375,0.0,"[[], []]",3.5,"[[""anacardi"", ""immagini"", ""broccoli"", ""spinaci""], [""broccoli"", ""iceberg"", ""friarielli""]]",,[],,[]
